party,name,url,face,chat,party_image,ynr_id
Zero Tolerance Policing ex Chief,Kevin Barry Hurley,https://www.choosemypcc.org.uk/candidates/surrey/kevin-barry-hurley/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/KH-IMG_0624.png,"In 30 years as a Police Officer, I've confronted Anti-Social hooligans, locked
up thieves, drug dealers, rapists and child abusers. I've balanced the demands
of Terrorism against Neighbourhood Policing; in the UK or when working in
Iraq. Whether in uniform or as a detective, I know the Police business.

I've seen too many victims, their tears and blood; that's why I loathe
criminals. That's why I became your PCC. I understand police budgets; what
works. I do practical delivery. I've combined this extensive Police knowledge
with my Army Officer training to bring focus and my commercial experience to
protect you in Surrey.

I've concentrated on getting more enforcement against the bad; a Zero
Tolerance Approach, whilst also rehabilitating those offenders who can be
redeemed and at the same time improving things for victims.

We now:

Fund more police than before I started.

Reducing burglary 24%, car crime 34%.

Solve more sexual assaults and violence than before.

Protect vulnerable children and women better.

Establish uniformed council enforcement teams against anti-social behaviour ; fly tipping, litter; more are planned.

Protect children and elderly against cyber criminals.

Spend £2m+ on victims; women and minorities. Imagine children taken by mum to a refuge; next day going to their new school in the wrong uniform. It's humiliating? Now we fund their new uniforms immediately.

We rehabilitate youngsters; funding carpentry, mechanic and confidence training, taking some into prisons to meet inmates. We're keeping them out of the Court System.

Government know I fight for Surrey; they hear about it continually on the media.

I don't do what ""the party"" says. I battle for Surrey People. That's why we can now fund more cops than before I started.

Prepared by Kevin Hurley, Zero Tolerance Policing ex Chief, Imber Court, Ember
Lane, East Molesey, Surrey KT8 0BT

Facebook:  Kevin Hurley PCC Candidate Surrey May 2016

Twitter:  @kvnbhrly1

www.kevinhurleypcc.co.uk



",,7583
Labour Party,Howard James Kaye,https://www.choosemypcc.org.uk/candidates/surrey/howard-james-kay/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/HK-photo.jpg,"My name is Howard Kaye and I am honoured to have been selected to be the
Labour Party candidate for the Surrey Police and Crime Commissioner role. I am
originally from Leeds but I have lived in Farnham (Surrey) for the past 12
years, I am 53 and currently I am employed as a Train Driver based at Kings
Cross, London.

Coming from a different background to the professional police and political
candidates, I will bring real life experience, knowledge and perspective to
the role of the Surrey Police and Crime Commissioner.

My immediate priorities if I get elected are:

To ensure accountability, leadership and stability within the Surrey police
chain of command, I therefore commit that my first action on being elected
would be to appoint a permanent Surrey Chief Constable with the necessary
skill sets.

I will work to formulate proposals to protect Surrey residents from the
emerging threat of internet crime. I will ensure that the review into
policing, recommended by The Independent Police Complaints Commission (IPCC),
into the failings by Surrey Police of an online child grooming case are
implemented.

To get the best policing for the residents of Surrey requires adequate
funding; I will fight any reduction in budgets that affect the policing of
Surrey. I will halt the continual downgrading of our police service within
Surrey; the closures of police stations and centralisation of policing
resources do not benefit the vast majority of Surrey residents. The presence
of uniformed officers within our local communities needs reinvigorating. I
will ensure that privatisation of the policing services within Surrey is not
on the agenda.

Prepared by Rebecca Kaye on behalf of Howard James Kaye, Labour Party
candidate both of Boundaries, The Green, Upper Hale, Farnham, Surrey, GU9 0HL.

email:  hjk.hale1@btinternet.com

FB:  Howard James Kaye

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Labour-Resized-Logo.jpg,5884
Liberal Democrats,Paul Kennedy,https://www.choosemypcc.org.uk/candidates/surrey/paul-kennedy/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/PK-photo.jpg,"I'm offering a *fresh approach* to policing and crime in Surrey - based on
my extensive professional leadership experience and my commitment as a Liberal
Democrat to build and safeguard a fair, free and open society, upheld by the
rule of law.

Like many people I disagree with the idea of PCCs, but we're stuck with them
for now. That's why I'm offering a positive, balanced, community-based
alternative - not more prisons, privatisation or meaningless 'zero tolerance'
promises.

I'll focus on what actually works to *prevent* crime:

  * bringing back *community policing
  * *safeguarding victims *and vulnerable children and adults
  * working with our neighbours
  * modern police training and equipment
  * designing out crime with safer roads and more activities for young people
  * *tackling offending behaviour *through restorative justice, education and treatment for mental health and drug problems
  * more tough *community sentences* with longer prison terms for dangerous and persistent offenders.

I'll work with and challenge the police and other agencies to ensure they
address and anticipate threats to our safety, fight crime and defend victims.
I'll be fiercely independent of government, demand proper funding and
efficiencies to keep policing in public hands, and give fair, frank and
balanced reports back to the people of Surrey.

I'm a former barrister, accountant and actuary with thirty years' professional
leadership experience in both private and public sectors. I have a strong
background in criminal law and financial management and scrutiny. For ten
years I have provided strategic direction and independent oversight to other
public interest organisations on a non-political basis. As a civilian, I will
represent the public and hold Surrey's police force to account without
undermining the Chief Constable's operational independence.

This election address was prepared by Sue Doughty, election agent for Paul
Kennedy, 3 Wharf Cottages, Shalford, GU4 8EH.

www.paulkennedy.org.uk

paul_kennedy4surrey

@PaulKenLD

Email: paul@paulkennedy.org.uk

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/PK-Lib-Dem-Emblem.jpg,5072
Conservative Party Candidate,David John Munro,https://www.choosemypcc.org.uk/candidates/surrey/david-john-munro/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/dm-049.jpg,"After 18 years, serving in the Army including Northern Ireland and the
Falkland Islands, I have had a career in the defence and computer industries.
I have learnt how to get the best out of a team and how to get the most out of
a tight budget, qualities essential for a Police Commissioner.

Surrey County Councillor for over 20 years, including 4 years as Executive
Member for Adult Services and 2 years as Council Chairman.

Despite excellent work by individual front-line police officers, The
Inspectorate found that Surrey Police overall ""requires improvement"" in being
efficient and effective in keeping us safe. I am determined to make it the
best police force in the country. My plan for achieving this is:

Cutting Crime and Keeping Surrey Safe

I will ensure that Surrey Police delivers more visible policing, relentlessly
pursues criminals, improves detection rates and reduces re-offending.

Tackling Rural Crime

I will overhaul the 101 hotline, improve response times and ensure victims
have a single point of contact throughout an investigation.

Making our Town Centres Safe

Our town centres can become noisy and violent places after dark. I will work
with officers, local businesses and residents to make our town centres safe
for everyone.

Supporting Victims

Independent inspectors rated Surrey Police's support for victims as
'inadequate'. I will take urgent action to provide proper support for the
victims of crime.

Making Every Pound Count

I will fight for fair funding for Surrey Police and target resources at the
front line to drive down response times and improve detection rates.

Tackling the Threat of Terrorism

We face new threats from terrorists, home-grown and from abroad. I will review
the plan to deter and defeat terrorists in Surrey and give this top priority.

Prepared by Tim Hall, 83 Bell Street, Reigate, RH2 7AN

www.david4surrey.org.uk

email:     david4surrey@gmail.com



",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Emblem1_Col-12.jpg,7582
UKIP,Julia Florence Searle,https://www.choosemypcc.org.uk/candidates/surrey/julia-florence-searle/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/JS-Photo-UKIP.jpg,"Crime is not a lifestyle option: Being a victim is not either.

Police on the front line in Surrey are doing an excellent job, but there are
not enough police working in the community and poor leadership means that many
victims of crime are being let down, with too many crimes not being
investigated or recorded and not enough crimes being solved.

I believe that every victim of crime has the right to expect the police
service to do everything reasonably possible to investigate it and bring the
perpetrator to justice. We need a real focus on anti-social behaviour; if
'petty criminals' are not dealt with effectively they grow into tomorrow's
serious criminals.

We can achieve this by allocating more resources to front line policing,
improving 101 service response times and ensuring that those at the top of the
police service target the issues that matter most to the communities they
serve.

On election my immediate priority would be to consult widely in Surrey on a
plan to put policing at the heart of the community, working together with
victims, prisons, partnership organisations, the government and the judiciary.

I believe that my extensive background in leadership and accountability means
I have the necessary skills and experience to bring the best out of Surrey
Police, so we can all feel safer and enjoy better policing in Surrey.

Thank you for reading. I will be honoured to serve you.

Julia Searle, UK Independence Party.



This form has been prepared by Michael Foulston of 23 Cross Lane, Frimley
Green, Surrey GU16 6LP, election agent for Julia Searle of South Lodge House,
Wilderwick, Sandhawes Hill, Dormansland, East Grinstead RH19 3NR.

www.ukipsurrey.co.uk

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/UKIP-Logo-2.jpg,7585
The Conservative Party Candidate,John Dwyer,https://www.choosemypcc.org.uk/candidates/cheshire/john-dwyer/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/John_Dwyer_-_Conservative_-_head_and_shoulders-copy.jpg,"When elected as Police and Crime Commissioner in 2012 I promised to do all I
could to make Cheshire a safer place in which to live and work. Under my
leadership, using my background in policing and public service - I am a former
Assistant Chief Constable for Cheshire - I believe I have delivered on my
promises.

We've seen overall crime fall to its lowest level since the 1990s* with police recorded burglaries down by 19% in the last year alone. *We've committed to more police on the streets* with 2,053 frontline officers by 2017. And we've undertaken a far-reaching review to get value for money whilst *investing in technology to put boots on the ground, not stuck behind desks.

My pledge remains simple. *I want to make Cheshire the safest county in the
country for its decent, hardworking, law-abiding citizens but I also want it
to be the most hostile county in the country for those intent on committing
crime.

My Plan for Cheshire includes:

  * More visible front-line police officers - 2,053 by March 2017
  * Enhancing community policing - officers and PCSOs where you need them most
  * Ensuring every penny of taxpayers' money is spent wisely
  * Giving officers the tools and technology they need to solve crimes
  * Developing support for victims through the Cheshire CARES service

Further details are set out in my manifesto at www.johndwyer.org.uk

I'm proud that Cheshire Constabulary has been judged, independently, as 'Outstanding'; one of the best performing in the country.* I'm determined to build on this 'Top 3' status for Cheshire in the years ahead, continuing to use my skills to manage the £192.5m police budget and deliver the safest possible county for everyone.

Prepared by Simon Eardley on behalf of John Dwyer, both of Conservative
Office, 1A Windsor Way, Knutsford, WA16 6JB

www.johndwyer.org.uk

www.fb.com/JohnDwyerforCheshirePCC

@Dwyer4PCC

01565 632181

john@johndwyer.org.uk

John Dwyer's Campaign HQ, Conservative Office, 1A Windsor Way, Knutsford, WA16
6JB

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/conserviative-Emblem1_BW-2.jpg,7513
Labour Party,David Keane,https://www.choosemypcc.org.uk/candidates/cheshire/david-michael-edward-keane/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/David-Keane-Cheshire-PCC.jpg,"We all want our families to be safe, when at home, at school, at work and when
out and about in our communities. If something bad happens we want a quick
response, a reassuring presence and confidence that action will be taken. This
requires a strong and committed police service.

We have 18,000 fewer Police Officers now than when the Conservatives came to
government in 2010 and as I listen to local families there's a clear consensus
that these cuts threaten our safety and security. I'm determined to send that
message back to the government.

We all now know that Crime hasn't really fallen over this period, but it has
changed. It's estimated that for every recorded crime there are an additional
two unrecorded 'cyber-crimes'. Is there really a difference whether you have
lost £500 to an on-street 'pick-pocket' or to a cyber-criminal online?
Policing needs to evolve be equally effective in both cases.

Recorded crime has changed too, it's become more violent and anti-social.
Reports of violence against the person, possession of weapons and public order
offences increased by almost 20% in Cheshire alone last year.

So I say let's focus on cutting crime, not the Police. I pledge delivery of
real neighbourhood policing. I pledge to back our officers and get them back
on the streets - fighting crime and keeping us safe. I pledge to focus on the
delivery of your priorities and a police service you will be proud of. I'm
listening and reacting every day to the experiences of ordinary families
throughout Cheshire. Please visit my website to find out more and tell me your
views.

Promoted by Lucy Smith on behalf of David Keane and the Labour Party all at
Labour North-West, 97 Spencer House, Dewhurst Road, Warrington , WA3 7PG.

www.davidkeane4cheshirepcc.co.uk

01925 595016    07768 142007

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Labour-Resized-Logo.jpg,7514
Liberal Democrats,Neil Christopher Lewis,https://www.choosemypcc.org.uk/candidates/cheshire/neil-christopher-lewis/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Neil-Lewis-police-hq-shot-9cm-x-7cm.jpg,"Let's explode the myth that Cheshire crime has been falling. It has not!

Simply, abusers have gone behind closed doors, scammers and groomers have
moved online and criminals have globalised.

The challenge is great, our children, our young people, our bank accounts, our
pensions, our businesses, our parents and grandparents are all at risk.

I will:

  * *Launch a community led awareness campaign to 'lock our digital doors' and keep our kids safe - #CyberSafeCheshire
  * *Stand for cybersafe community led policing* and work with teachers, schools, local government, social services, fire service, health and mental health services, 3rd sector charities and organisations from Barnardos and NSPCC to Age UK and faith and volunteer organisations too
  * *Create a dedicated cybercrime unit* to tackle digital crime and support local business

More For Our Money!

The Tory government will cut £5m from Cheshire Police* in the next four years. Despite this challenge, I will:

  * Increase police '*feet on the beat*'
  * *Stop the waste of police time* resources (e.g. 'clocking on' at distant stations)
  * Use technology and data to *better police rural and urban road risks
  * *Prioritise crime prevention

Protect Those That Need Help

I will work to *protect the vulnerable*, to ensure that victims are
effectively supported and witnesses are encouraged to come forward.

A Problem Solver and Local Resident

I am an entrepreneur who has spent a lifetime solving technical and people
based challenges. *I'm a resident of Cheshire, and will represent the
interests of residents to the police, holding the police to account whilst
praising good performance.

Yes, the future of crime is frightening, but…

*…together, we can beat cybercrime and make our future safe.    #CyberSafeCheshire!

Published and promoted by A Hyde on behalf of N Lewis and the Liberal
Democrats both at: Mountain View, Quarry Lane, Kelsall, Cheshire. CW6 0NJ

www.NeilLewis.org

www.facebook.com/NeilLewis4CheshirePCC

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Bird-in-Flight-5cmx3-6cm.jpg,7515
UK Independence Party,Jonathan Charles Starkey,https://www.choosemypcc.org.uk/candidates/cheshire/jonathan-charles-starkey/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/jonathan-starkey-photo.jpeg,"I am a resident in the Cheshire West constituency of Ellesmere Port and Neston
where I live with my wife Jeanette and three children, Jennifer, Millicent and
Frederick. I am a composer and virtuoso pianist and my music is distributed by
Sony ATV, Amphonic and Universal and is utilised by the broadcast industries
of 54 countries.

Whilst I have no professional connections with the legal or law enforcement
agencies, I was a Councillor on the former Ellesmere Port and Neston Borough
Council and Governor of three local schools for many years. In this respect, I
have an advantage as I understand people's concerns but do not have any
preconceptions, expectations or 'baggage' that would prevent or inhibit my
thinking regarding the implementation of democratic impartial policing
strategies.

I view the role of Police and Crime Commissioner (PCC) as reflecting the
priorities and concerns of the residents of Cheshire, both town and rural
communities, negating the poor perception of safety and working against all
the challenges and government cuts to make safety a reality. The police are
also PCC constituents and their views are also important. Cutting bureaucracy,
reducing target/quota driven policing, consistently monitoring efficiency
savings and investing in new technologies would greatly improve morale amongst
our hard working officers.

Voting for a UKIP candidate is a vote for someone whose ethos and belief is in
democracy, accessibility and accountability. The older parties are burdened
with decades of indefensible ideology and policy of which we are neither
obligated to, nor inclined to support, we value commonsense.

I can deliver an impartial democratically minded PCC that Cheshire deserves
with an abundance of ambition to make Cheshire the safest and best policed
area in the country.

Vote for commonsense.

Vote for Jonathan Starkey on 5th May 2016.

www.jonathanstarkey.co.uk

jonathan@jonathanstarkey.co.uk

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/UKIP-LOGO-50x50.png,2845
UK Independence Party (UKIP),Pete Durnell,https://www.choosemypcc.org.uk/candidates/west-midlands/752/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Photo.jpg,"I am both privileged and proud to have been selected as the UKIP candidate for
West Midlands Police and Crime Commissioner.

The personal qualities that I would bring to the role are excellent listening
skills, combined with strong decisive leadership and the ability to bring
different groups together in order to achieve key goals.

My absolute commitment will be

  * to bring policing back to your Community,
  * to serve your Community, and
  * to perform on behalf of your Community.

I passionately believe that ALL crime should be reported, and made easier to
report.

If elected as West Midlands Police and Crime Commissioner, my primary goals
will be to

  * be visible, approachable, and alert to the communities I am serving
  * ensure new technology is adopted in a cost effective manner
  * ensure greater representation of the community on key policing issues and to improve communication between the police and people
  * guarantee transparency and scrutiny through accountability and performance reporting of the police, in compliance with an agreed Local Police &amp; Crime Plan
  * invest in locally appropriate initiatives in accordance with community issues, including Zero Tolerance

The nature of crime in the UK is constantly changing, it is essential a PCC
can ""think out of the box"" and keep abreast of new technologies and develop
approaches to improve policing.

I will give 100% commitment to the role to ensure the necessary accountability
at all levels of policing, its operational focus and delivery, and its
management and record on financial performance.

My personal guarantee to everyone who lives and/or works in the West Midlands
Police Area is that as your elected UKIP PCC I will work tirelessly to provide
the key link between the West Midlands Public and its Police Force.

Prepared by: Pete Durnell, candidate and agent, 18 Farm Avenue, Oldbury, B68
8PW.

Contact details

petedurnell.com

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/UKIPlogo-1.jpg,5848
Independent,Andy Flynn,https://www.choosemypcc.org.uk/candidates/west-midlands/andy-flynn/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/AF03-04-2016-2.jpg,"Andrew Flynn, Independent candidate for West Midlands Police and Crime
Commissioner

I believe the Police and Crime Commissioner should represent the People of the
West Midlands, not a political party.

I also believe the Police should be more accountable to the people they serve
and ultimately answerable to the public.

If elected as West Midlands Police and Crime Commissioner, I pledge:

  * To restore public trust in the Police Service by making West Midlands Police more accountable to the people it serves.
  * To reduce crime by ensuring 80% of all uniformed officers' time is spent on duty, patrolling or actively policing the wider community.
  * To take the politics out of policing.
  * To ensure policing and the law is applied evenly regardless of race, class or wealth.
  * Create a select team dedicated to tackling police corruption.
  * To involve community leaders and elected councillors in key decisions around policing in the West Midlands.

Prepared by: Andrew Flynn, candidate and agent, 828 Aldridge Road, Great Barr,
Birmingham, B44 8NP



Contact details

http://www.flynn4pcc-west-mids.co.uk/

",,8779
Labour Party,David Jamieson,https://www.choosemypcc.org.uk/candidates/west-midlands/david-jamieson/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/DJ-2016.jpg,"David Jamieson - Labour's Candidate for West Midlands Police and Crime
Commissioner

My pledges:

  * **Drive down crime in all our communities.*

  * *Increase recruitment from 450 to 1000.

  * *Equip our police with the best modern technology.

  * *Protect Neighbourhood Policing and PCSOs.

  * *Help build a successful West Midlands economy.



My central ambition is keeping the people of the West Midlands safe and secure
by responding effectively to criminality and bringing offenders to justice.

I was born in the West Midlands and have lived here with my family for most of
my life.

I qualified as a teacher at St Peter's College, Birmingham and taught locally.
I served as an MP from 1992 - 2005 and for eight years I was a government
minister.

As a transport minister I worked closely with the police on road safety issues
and introduced seizing of uninsured vehicles and the ban on handheld mobile
phones whilst driving.

Neighbourhood policing lies at the core of keeping our communities safe.
Residents need to know officers and PCSOs in their area. Working closely with
local people our police can help create safe places to live, work and bring up
our children.

The needs of victims will always be a top priority. I will continue my Victims
Commission of experts which ensures victims get the help they need.

I want our police to have the latest technology to help them tackle crime in a
rapidly changing world.

I will continue to recruit to our force by increasing new recruits from 450 to
1000. I will ensure we recruit the very best people and that they look more
like the people of the West Midlands.

Read about my work as PCC at www.westmidlands-pcc.gov.uk

Details about my campaign at www.wmpcc.org.uk

Prepared by Keith Hanson, Election Agent for David Jamieson, Thomas Street,
West Bromwich, B70 6NT



Contact details

Web: www.wmpcc.org.uk

Email: david@wmpcc.org.uk

Telephone: 0121 569 1900

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/labour-colour.jpg,7660
The Conservative Party Candidate,Les Jones,https://www.choosemypcc.org.uk/candidates/west-midlands/les-jones/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Les-Jones-photo.jpg,"The West Midlands deserves a hard working Police and Crime Commissioner who
will always put residents first. People should be confident he is listening to
their concerns and making sure police priorities reflect that. If elected I'll
work with Government and local communities to that end.

My previous experience, serving five years on West Midlands Police Authority
makes me well qualified to take on this important role. During that time I
served as Chairman of Finance as well as Audit and Standards. Roles where I
regularly had to hold the Chief Constable to account.

After leading a large Council, I have real experience of managing multi-
million pound budgets and being accountable to local people. My 17 years in
public service and the commitment to listen to the needs of the whole
community mean I will bring a common sense approach and a lifetime of being a
part of the community to bear in the role.

MY 3-POINT COMMON SENSE PLAN FOR BETTER POLICING

1.Protecting the frontline

I will work to increase frontline police resources to reduce victims of crime.



2\. Improving policing through technology

Equipping officers with the latest technology, giving them the tools they need
at their finger-tips. This will release hundreds of hours of extra policing in
our community.



3\. Use of resources

Police spending must focus on your priorities. Keeping police stations open,
not refurbishing Police Headquarters. I will review all spending and
prioritise the frontline, not support vanity projects.



We are served by hard working and diligent police officers and staff; Elect me
and I will help them to serve you as we all deserve.

With your support on May 5th, we can build a safer West Midlands.



Prepared by Karen Shakespeare (Election Agent) for Les Jones, both of 1-7
Langleys Road, Birmingham, B29 6HR



Contact details

Tel: *0121 472 0740

Email: *les@les-jones.org.uk

Web: *www.les-jones.org.uk

Facebook: *www.facebook.com/LesJonesPCC

Twitter: *@LesJonesPCC

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Emblem1_Col.jpg,7022
Labour Party,Kevin McKeever,https://www.choosemypcc.org.uk/candidates/northamptonshire/kevin-mckeever/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/km-highres-web.jpg,"We all want to keep our families secure and our streets safe. That's why I'm
standing to be your Police &amp; Crime Commissioner.

As a qualified lawyer, I'm intimately familiar with the police and wider
criminal justice system. And as a parliamentary candidate in Northampton last
year, criminal justice issues were high on my agenda.

We've lost over 100 police officers and PCSOs in the county since 2010* and the government wants to cut our police force by a further 10% by 2020. As your PCC I'll work with colleagues in Parliament to secure a better deal for policing - ensuring we get the protection we deserve.

I'll cut the cost of the office PCC here in Northants. Out will go the legions
of spinners and advisers and in will come more uniforms on our streets. Those
extra officers will help to* stem the rising tide of violent crime*, which
has doubled over the past two years, soaring to levels seen in the inner city
estates of London and Manchester.

I'll *prioritise the protection of our county's young people* from
exploitation, ensuring no stone is left unturned in ensuring the grooming
scandals of recent years are not repeated in our county's towns and villages.

And I'll be a PCC who focuses solely on policing, criminal justice, victims
and witness services, bringing back the Hate Crimes Unit to help those
communities marginalised in recent years. On day one in office I'll do
everything in my power to halt the sale of Wootton Hall, part of a ridiculous
free school vanity project, and stop the closure of Kettering and Corby police
stations.

Under my leadership together we'll fight crime and protect Northants.


Prepared by Dale Willis on behalf of Kevin McKeever at Unite, Saxon Ct,
Northampton NN1 1SX

www.onyourside.org.uk

@kevinmckeever

01604 372065

*



",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Labour_Rose.jpg,1276
Conservative Party Candidate,Stephen Mold,https://www.choosemypcc.org.uk/candidates/northamptonshire/stephen-mold/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/SM-website-pic.jpg,"Stephen Mold, First Choice for Northamptonshire Police and Crime Commissioner

Northamptonshire deserves a strong Police and Crime Commissioner with the
right experience that listens to you, who will set out the right policing
priorities over the next four years.

As an experienced businessman and a father of three I wanted to see a Safer
and more secure Northamptonshire, I have the skills needed to oversee a £120
million pound organisation and 2,000 staff and police officers. I understand
how important the role of the Commissioner is, I believe we have a dedicated
police force and I trust them. I will do all in my power to protect, and if
possible, increase frontline police numbers.

I have been listening to the views of many residents and believe I understand
what matters most to you and your family. I will clamp down on burglary and
rural crime to ensure that victims get justice.

I will address the problem with alcohol and drug fuelled crime across our
county, as well as working to end domestic violence. I want to make sure that
our towns and villages are safe for our children and grandchildren, free from
those who wish to harm them either physically or online.

Your priorities are my priorities and I will:

• Maintain frontline policing
• Tackle rural crime
• Keep victims at the heart of justice
• Clamp down on burglary
• Increase safety for our children
• Zero tolerance to domestic violence
You deserve a hands-on Commissioner, with the right skills, vision and
experience to deliver your policing priorities. A powerful advocate, who
understands and upholds the principals of law and order in Northamptonshire.
This is why I am asking for your vote on Thursday 5th May.

Prepared by Lydia Smith of 78 St. Georges Avenue, Northampton, NN2 6JF

www.stephenmold.com

stephen@stephenmold.com

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Emblem1_Col-8.jpg,1020
UK Independence Party (UKIP),Sam Watts,https://www.choosemypcc.org.uk/candidates/northamptonshire/sam-watts/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Sam-Watts-PCC-Candidate-web.jpg,"It is time for the people of Northamptonshire to have a true voice when it
comes to the policing of our communities. As your UKIP candidate for Police
and Crime Commissioner I will bring my experience and passion for fighting
crime to help make Northamptonshire safer.

I am a former Police Constable and have over 10 years' experience within the
security industry. I am a recipient of the 2001 Northamptonshire Police
Authority Unsung Heroes Award. A father of three and a Town Councillor for
Burton Latimer in Kettering.

I do not see the role of PCC as being political and will serve
Northamptonshire with impartiality and transparency. I will put aside
political agenda and resign as a Councillor if elected.

My main priorities are to tackle anti-social behaviour, rural crime,
cybercrime and child exploitation. I also wish to bring a greater degree of
public engagement to the role of PCC. I would like to see the return of
community policing and will drastically cut OPCC spending.

I will seek the views of local residents so that they can help to ensure
resources are put into tackling areas of crime that matter to them most. It is
time for Northamptonshire Police to restore its links with our communities and
focus on fighting crime as opposed to putting resources into pet projects and
gimmicks.

It is time to get back to basics and fight crime head on through working in
partnership.

Together we can make Northamptonshire a safer place by introducing firm but
fair policing. Together we can make a difference to our communities. Together
we will stand up for victims of crime.

This form has been prepared by Sam Watts of 139 Queensway, Burton Latimer,
Kettering, Northamptonshire, NN15 5QQ.

www.samwatts.net

07982 424 922

samwatts4pcc@outlook.com

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/UKIP-Logo3-2.jpg,7707
Plaid Cymru – Former Police Inspector / Plaid Cymru : Cyn-Arolygydd Heddlu,Owain Arfon Jones,https://www.choosemypcc.org.uk/candidates/north-wales/owain-arfon-jones/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Arfon-Jones.jpg,"Arfon is a former North Wales Inspector from Harlech originally, who retired
in 2008 after 30 years' as both a uniformed and plain clothes officer. This
included time in Regional Crime Intelligence in Manchester and as Head of
Child Protection for North Wales Police.

Arfon is a Wrexham Councillor and currently chairs the Community Health
Council in Wrexham.

""As Police Commissioner my first job would be to carry out a review of core
policing in North Wales. There are indications that over 60% of Police work is
work that other agencies should be doing.

""Savings could be made by targeting resources more effectively, i.e. Youth
Justice does excellent work but better resourcing could see them intervening
earlier and diverting young people away from crime.

""A lot of money is wasted by arresting the most vulnerable in society. Jailing
homeless veterans is self defeating. We need better partnership working to
support the vulnerable.

""I will also campaign for better policing of protests and sporting events.
Policing of such events does not always seem to be as impartial or
proportionate as it should be.

""There should be more emphasis on roads policing to reduce those killed or
seriously injured, particularly amongst young people.

""I would provide all frontline officers with 'Body Worn Videos' which would
improve evidence gathering and secure more convictions, especially in
'domestic violence' cases. It would help resolve complaints against police.

""I would also pledge not to outsource police services and ensure that
tendering for services benefits the economy of North Wales as far as is
practicable.

""Finally, I would liaise closely and seek to negotiate with the National
Offender Management Service regarding policing issues around the new prison in
Wrexham.

This Candidate address has been completed by

Website - http://arfonjones.cymru

Marc Jones, 7 Stryd Gerallt, Wrecsam, LL11 1EH (Agent)

Email - marcvjones@gmail.com

Mobile - 07747792441

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Plaid-Cymru-logo.gif,2942
